周边交通,商业用房平均价,开盘时间,容积率,座落,车位,设备装修,绿化率,楼盘简介,总幢数,开发商,住宅平均价,土地等级,项目名称,入住时间,联系电话,配套设施
,,2007-08-27 14:37:42.0,,于洪区怒江北街39号,,,,,,沈阳加州阳光花园房屋开发有限公司,加州花园三期（31#-36#，51#-57#）,0,13,2007-10-31 00:00:00.0,,
,,2007-08-29 08:31:09.0,,经济技术开发区沈新路83号,,,,,,沈阳交通机械有限公司,厂房、车间、办公楼等,0,7,,,
,,2007-08-29 16:33:51.0,,铁西区建设东路7甲,,,,,,沈阳沈铁房地产开发集团有限责任公司,铁西四条半线住宅,0,9,2007-01-31 00:00:00.0,,
,,2007-08-29 15:02:21.0,,和平区南京北街18号,,,,,,沈阳富通房屋开发有限责任公司,金苑华城18#楼,0,1,2008-09-30 00:00:00.0,,
,,2007-08-30 10:10:15.0,,浑南新区金阳街56号,,,,,,沈阳万科浑南房地产开发有限公司,“新榆公馆”住宅小区30-33号楼,0,7,2008-07-31 00:00:00.0,,
,,2007-08-31 10:34:30.0,,铁西区北二中路8号,,,,,,沈阳市鑫通汽车销售服务有限公司,汽车交易大厅,0,1,,,
,,,,大东区,,,,,,沈阳大悦城房产开发有限公司,鹏利大都会A、B区公建、住宅,,,,,
,,2007-09-03 00:00:00.0,,东陵区白塔堡镇,,,,,,沈阳穗港房地产投资开发有限公司,理想新城二期,0,15,2008-11-30 00:00:00.0,,
,,2007-09-03 09:10:37.0,,和平区南一马路,,,,,,沈阳万达商业广场开发有限公司,万达商业广场二期,0,4,2008-12-31 00:00:00.0,,
,,2007-09-04 00:00:00.0,,沈阳市于洪区北里官村,,,,,,沈阳市和泰房地产开发有限公司,和泰馨城（二期）,0,62,2008-12-31 00:00:00.0,,
,,2007-09-04 15:16:21.0,,于洪区鸭绿江街,,,,,,沈阳市城建房地产开发集团有限公司,城建北尚,0,34,2008-12-31 00:00:00.0,,
,,2007-09-05 13:11:33.0,,苏家屯区城郊街道胡家甸村465号,,,,,,沈阳市宏巨针织厂,厂房,0,2,,,
,,2007-09-07 15:09:06.0,,沈北新区辉山经济开发区宏业街30号,,,,,,沈阳新东大食品有限公司,综合楼、厂房,0,4,,,
,,2007-09-07 13:16:16.0,,和平区长白西路南侧,,,,,,沈阳格林豪森世华房地产开发有限公司,格林生活坊二期,0,14,2008-12-31 00:00:00.0,,
,,2007-08-03 14:39:21.0,,和平区二环路西侧,,,,,,中色发展投资有限公司,钓鱼台七号,0,8,2008-11-28 00:00:00.0,,
,,2007-08-03 00:00:00.0,,于洪区龙首山路北侧,,,,,,沈阳北陵房产开发有限公司,龙逸馨都（居住组团-1）,0,9,2008-05-31 00:00:00.0,,
,,2007-08-03 09:02:17.0,,沈阳市铁西区爱工北街24号,,,,,,辽宁益格豪尔房地产开发有限公司,春城小院,0,2,2008-12-31 00:00:00.0,,
,,2007-08-03 10:30:04.0,,铁西区兴顺街3号,,,,,,沈阳军东房地产开发有限公司,鑫丰馨园,0,14,2008-11-30 00:00:00.0,,
,,2007-08-03 17:06:47.0,,沈阳市浑南新区南堤东路1号,,,,,,沈阳正达红阳房地产有限公司,红阳.上河城,0,11,2009-05-30 00:00:00.0,,
,,2007-08-06 10:37:07.0,,苏家屯区城郊街道办事处大淑堡村,,,,,,沈阳市苏家屯区鹏宇方砖厂,厂房、仓库,0,3,,,
,,2007-08-06 10:54:46.0,,于洪区长江北街东侧,,,,,,辽宁东川房地产开发有限公司,居住、商业,0,20,2008-08-31 00:00:00.0,,
,,2007-08-07 14:54:49.0,,沈阳市和平区四平街39号,,,,,,东北电力科学研究院,电能质量实验室及大门建设工程,0,2,,,
,,2007-08-07 16:12:24.0,,沈阳铁西区北二西路26号,,,,,,沈阳瑞盛置业有限公司,沈阳瑞盛国际汽配城,0,36,2008-08-08 00:00:00.0,,
,,2007-08-08 15:30:58.0,,铁西区建设东路43号,,,,,,沈阳晋斯置业有限公司,和谐大厦,0,1,2007-11-30 00:00:00.0,,
,,2007-08-08 10:06:14.0,,沈阳市苏家屯区清州街66-6号,,,,,,辽宁金鑫环电缆有限公司,厂区,0,3,,,
,,2007-08-08 13:26:18.0,,沈北新区辉山经济开发区芳草路29号,,,,,,辽宁华龙源实业发展有限公司,风渡泊林二期,0,10,2008-12-31 00:00:00.0,,
,,2007-08-08 14:32:58.0,,沈北新区辉山经济开发区人和街107号,,,,,,辽宁恒生房地产开发有限公司,水墨丹青,0,16,,,
,,2007-08-08 13:34:33.0,,沈北新区辉山经济开发区芳草路29号,,,,,,辽宁华龙源实业发展有限公司,风渡泊林三期,0,16,2008-12-31 00:00:00.0,,
,,,,苏家屯,,,,,,辽宁现代房地产开发有限责任公司,桂花街住宅320-1#,,,,,
,,2007-08-09 09:26:11.0,,经济技术开发区洪湖二街1号,,,,,,沈阳恒安房地产开发有限公司,天一名筑二期,0,6,2008-10-31 00:00:00.0,,
,,2007-08-09 10:05:05.0,,浑南新区新城街6号,,,,,,沈阳伍享工业有限公司,厂房一期,0,2,,,
,,2007-08-10 09:58:05.0,,沈阳经济技术开发区二号街4甲3号,,,,,,沈阳电站泵有限公司,厂房、办公楼、换热站,0,3,,,
,,2007-08-10 00:00:00.0,,大东区生产路,,,,,,沈阳东强置业有限公司,居住、商业（奇尔斯公馆）,0,6,2007-11-15 00:00:00.0,,
,,2007-08-13 08:53:17.0,,沈河区市府大路356号,,,,,,辽宁昊宇房地产开发有限公司,恒运豪庭,0,8,2009-05-30 00:00:00.0,,
,,2007-08-14 14:57:35.0,,大东区生产路北,,,,,,沈阳恒宇房地产开发有限公司,恒宇.中德国际花园,0,13,2007-12-31 00:00:00.0,,
,,2007-08-15 10:53:21.0,,东陵区东陵街道汪南村,,,,,,沈阳恒泰鞋业发展有限公司,办公楼厂房,0,6,,,
,,,,和平区,,,,,,沈阳中海鼎业房地产开发有限公司,居住、商业（CB2013-9地块一期）,,,,,
,,,,大东区,,,,,,沈阳嘉汇置业有限公司,恒大翡翠华庭三期-1,,,,,
,,,,铁西区,,,,,,沈阳华悦房地产开发有限公司,华悦大厦,,,,,
,,,,于洪区,,,,,,沈阳中集产业园投资开发有限公司,于洪304国道南1号地块项目1.1期,,,,,
,,,,东陵区,,,,,,沈阳金地锦程房地产开发有限公司,居住、商业,,,,,
,,,,铁西区,,,,,,辽宁其仕郡房地产开发有限公司,辽宁其仕郡公司住宅项目一期,,,,,
,,,,皇姑区,,,,,,沈阳皇姑碧桂园房地产开发有限公司,青城山路北-1地块一期,,,,,
,,,,浑南区,,,,,,天洁集团沈阳置业有限公司,居住、商业（二期）,,,,,
,,,,皇姑区,,,,,,沈阳华润置地紫云府房地产有限公司,北塔钢材市场地块项目（一期-3）,,,,,
,,,,和平区,,,,,,沈阳向明长益置业有限公司,商业,,,,,
,,,,东陵区,,,,,,沈阳浑南新城建设有限公司,居住（一期）,,,,,
,,,,东陵区,,,,,,沈阳浑南新城建设有限公司,居住、商业,,,,,
,,,,皇姑区,,,,,,沈阳东吉圣德房地产开发有限公司,岐山路南地块,,,,,
,,,,皇姑区,,,,,,沈阳信和嘉业房地产开发有限公司,金山钢材市场地块项目（二期）,,,,,
,,,,浑南区,,,,,,沈阳鸿益洲房地产开发有限公司,居住,,,,,
,,,,于洪区,,,,,,沈阳融辉居业房地产开发有限公司,住宅、公建（金辉湖畔里2.1期）,,,,,
,,,,沈北新区,,,,,,辽宁荣信房地产开发有限公司,荣信森林里小区二期,,,,,
,,,,沈北新区,,,,,,沈阳唐轩新北置业有限公司,唐轩.公馆住宅（二）0095,,,,,
,,2007-09-07 00:00:00.0,,皇姑区武当山路,,,,,,辽宁通达房地产开发有限公司,地利苑,0,9,2008-10-31 00:00:00.0,,
,,2007-09-10 14:04:18.0,,沈北新区辉山开发区新城路56号,,,,,,沈阳泰盈房产开发有限公司,七里香堤4.3期11#、12#,0,2,,,
,,2007-09-10 08:43:14.0,,于洪区洪湖北街东侧,,,,,,沈阳东达房屋开发有限责任公司,居住、商业,0,24,2008-06-30 00:00:00.0,,
,,2007-09-10 16:04:04.0,,铁西区牛心屯三路一号,,,,,,凯荣置业（沈阳）有限公司,凯荣国际花园南区,0,9,2008-12-31 00:00:00.0,,
,,2007-09-10 15:09:13.0,,于洪区黄海路42号,,,,,,辽宁省交通厅,征费大厅,0,1,,,
,,2007-09-11 15:51:33.0,,沈北新区道义北街160号,,,,,,辽宁辽泰房地产开发有限公司,北苑绿洲,0,11,2008-06-21 00:00:00.0,,
,,2007-09-11 10:13:47.0,,沈阳浑南新区f36号地块,,,,,,沈阳华科技贸有限责任公司,厂房、办公楼,0,6,,,
,,2007-09-12 10:16:24.0,,于洪区细河路（新城内39#部分地块）,,,,,,沈阳冠隆置业发展有限公司,惠泽园一期,0,26,2008-04-30 00:00:00.0,,
,,2007-09-12 13:40:59.0,,于洪区造化乡,,,,,,沈阳广信房地产开发有限公司,辽宁省实验中学教师公寓,0,28,2008-04-30 00:00:00.0,,
,,2007-09-13 08:43:06.0,,东陵区白塔南街99号,,,,,,沈阳东北花卉大世界花木有限公司,员工综合住宅楼,0,1,,,
,,2007-10-12 12:49:46.0,,东陵区浑河站街道新立屯村,,,,,,沈阳百福房地产开发有限公司,馨丽康城（一期）,0,15,2007-12-31 00:00:00.0,,
,,2007-09-28 17:09:51.0,,经济技术开发区二十一北路5号,,,,,,沈阳金亿利达汽车部件有限公司,厂房、综合楼,0,3,,,
,,2007-09-25 08:22:15.0,,和平区南三好街82号,,,,,,沈阳维用科技有限公司,沈阳维用科技大厦,0,1,,,
,,2007-09-26 15:28:10.0,,铁西区腾飞二街58-2号,,,,,,沈阳泰丰房地产开发有限公司,东北机电五金城钢材市场,0,1,2008-05-31 00:00:00.0,,
,,2007-09-26 15:38:58.0,,于洪区黄河北大街,,,,,,沈阳康利房地产开发有限公司,居住、商业,0,8,2008-09-30 00:00:00.0,,
,,1990-01-01 00:00:00.0,,铁西区建设东路,,,,,,沈阳世海铭尊房地产开发有限公司,世海铭尊,,2,2008-08-31 00:00:00.0,,
,,2007-09-26 15:28:03.0,,铁西区腾飞二街58-3号,,,,,,沈阳泰丰房地产开发有限公司,东北机电五金城机电市场,0,1,2008-05-31 00:00:00.0,,
,,2007-09-26 09:40:57.0,,虎石台南大街39号,,,,,,辽宁瑞成房地产开发有限公司,瑞成.万方园,0,22,2008-10-30 00:00:00.0,,
,,2007-09-27 16:40:07.0,,经济技术开发区28甲1号,,,,,,沈阳世意电器制造有限公司,联合厂房,0,3,,,
,,2007-09-27 16:57:58.0,,和平区长白西路49号,,,,,,沈阳市和兴房地产开发有限公司,长白苑,0,18,2007-10-31 00:00:00.0,,
,,2007-09-28 16:55:48.0,,沈河区惠工街167号,,,,,,辽宁奉天置业有限公司,商业综合楼,0,1,2008-11-30 00:00:00.0,,
,,2007-09-28 09:40:19.0,,沈河区风雨坛街81-1号,,,,,,沈阳制衣厂,锅炉房,0,1,,,
,,2007-09-29 09:23:18.0,,铁西区北四中路20号,,,,,,沈阳中恒置业有限公司,纳帕阳光,0,10,2009-05-31 00:00:00.0,,
,,2007-10-09 13:35:22.0,,沈阳辉山农业高新技术开发区乐业街100号,,,,,,沈阳威力矿山机械有限公司,办公楼、宿舍及车库、厂房,0,3,,,
,,2007-10-09 00:00:00.0,,经济技术开发区中央大街20甲2号,,,,,,沈阳宏亚房产开发有限公司,宏亚.优诗美地（一期）,0,17,2008-08-31 00:00:00.0,,
,,2007-10-11 15:44:23.0,,苏家屯区红菱镇黑林村,,,,,,沈阳宝昌牧业有限责任公司,厂房,0,1,,,
,,2007-10-11 15:28:12.0,,苏家屯区红菱镇黑林村,,,,,,沈阳市忠芳渔业有限责任公司,厂房,0,1,,,
,,2007-10-11 09:02:07.0,,沈阳市铁西区飞翔路8号,,,,,,辽宁建宇房地产开发有限公司,惠盛苑1#楼,0,1,2007-12-31 00:00:00.0,,
,,2007-10-12 08:50:16.0,,铁西区建设东路75号,,,,,,沈阳伯伦置业有限公司,伯伦国际.时代之尚,0,2,2008-12-31 00:00:00.0,,
,,2007-10-12 15:57:29.0,,沈北新区辉山农业开发区宏业街22号,,,,,,辽宁冬冬食品有限公司,生产车间、办公楼、收发室,0,2,,,
,,2007-10-15 10:19:05.0,,大东区东站街,,,,,,沈阳万恒隆屹房地产开发有限公司,万恒领域,0,11,2009-05-31 00:00:00.0,,
,,2007-10-15 14:18:41.0,,铁西区建设东路61号,,,,,,辽宁祥龙房屋开发有限公司,祥龙国际大厦,0,1,2008-08-31 00:00:00.0,,
,,2007-10-15 13:12:45.0,,浑南新区天坛南街8号,,,,,,沈阳荣天房地产开发有限公司,沿海国际中心,0,13,2009-06-30 00:00:00.0,,
,,2007-10-15 16:09:06.0,,沈北新区道义经济开发区道义北大街55号,,,,,,沈阳百益龙置业有限公司,绿茵湖畔.曲苑风和,0,28,2008-10-31 00:00:00.0,,
,,2007-10-15 12:02:07.0,,东陵区文萃路53-6号,,,,,,辽宁省电力有限公司沈阳供电公司,南湖变电所,0,1,,,
,,2007-10-16 14:39:29.0,,沈北新区道义经济开发区正义三路,,,,,,辽宁城开地产集团有限公司,中央大学城（A-6#、B-14#、B-15#、E-14#、E-15#）,0,5,2009-08-31 00:00:00.0,,
,,2007-10-16 00:00:00.0,,沈北新区道义经济开发区正义三路,,,,,,辽宁城开地产集团有限公司,中央大学城（A1-5#、A-W2#、B-1-13#、E-1-13#）,0,33,2009-09-30 00:00:00.0,,
,,2007-10-17 09:28:32.0,,浑南新区学风路6号,,,,,,辽宁远东新型管业发展有限公司,厂房,0,7,,,
,,2007-10-17 15:34:38.0,,沈北新区辉山经济开发区人和街168号,,,,,,沈阳泰盈棕榈园房地产开发有限公司,九如溪谷1.4期,0,6,2008-12-31 00:00:00.0,,
,,2007-10-17 14:55:28.0,,大东区广宜街,,,,,,沈阳祥来房屋开发有限公司,明城嘉苑二期,0,8,2009-03-31 00:00:00.0,,
,,2007-09-13 14:43:40.0,,于洪区陵东乡北农里,,,,,,沈阳市北陵冷冻厂,厂房、办公楼,0,4,,,
,,2007-09-13 08:08:08.0,,苏家屯区冬青街59号,,,,,,沈阳双狮家俱制造有限责任公司,库房,0,1,,,
,,2007-09-13 09:22:21.0,,辉山经济开发区兴农路56号,,,,,,沈阳金正阳石业有限公司,办公楼、厂房,0,2,,,
,,2007-09-13 13:47:52.0,,沈河区南三经街98号,,,,,,辽宁源增房地产开发有限公司,源增大厦,0,1,,,
,,2007-09-17 10:50:49.0,,东陵区东陵东路123号,,,,,,沈阳万科新墅置业有限公司,万科兰乔圣菲（三期）,0,43,2008-12-31 00:00:00.0,,
,,2007-09-17 00:00:00.0,,于洪区巢湖街,,,,,,沈阳辽法房屋开发有限公司,万家茗苑,0,14,2008-09-30 00:00:00.0,,
,,2007-09-18 14:49:04.0,,苏家屯区清洲街70-4/5号,,,,,,沈阳福林特种变压器有限公司,厂房,0,2,,,
,,2007-09-18 08:43:03.0,,于洪区西江街89号,,,,,,沈阳新型胶结材厂,车库、办公楼,0,1,,,
,,2007-09-18 13:28:28.0,,沈河区东滨河路106号,,,,,,中华人民共和国沈阳出入境检验检疫局,办公楼、住宅,0,1,,,
,,2007-09-19 13:05:32.0,,经济技术开发区沈辽路106号,,,,,,沈阳新辽鞍机械有限公司,生产厂房、办公楼、食堂等,0,3,,,
,,2007-09-19 13:37:06.0,,铁西区沈辽东路35号,,,,,,沈阳市铁西区城建开发有限责任公司,金辉佳苑,0,5,,,
,,2007-09-19 14:48:58.0,,浑南新区E-29号地块,,,,,,沈阳浑南置业发展有限公司,世纪华城三期,0,,2006-03-31 00:00:00.0,,
,,2007-09-19 14:53:54.0,,浑南新区C-24号地块,,,,,,沈阳浑南置业发展有限公司,世纪新城（四期）,0,,2006-03-31 00:00:00.0,,
,,2007-09-20 00:00:00.0,,辉山农业开发区通顺街81号,,,,,,沈阳隆方房地产开发有限公司,雅?园1#-4#住宅楼,0,4,2008-05-31 00:00:00.0,,
,,1990-01-01 00:00:00.0,,浑南新区E31、E32号地块,,,,,,沈阳浑南置业发展有限公司,嘉华新城,,20,2008-10-31 00:00:00.0,13998853114,
,,2007-09-20 15:59:22.0,,和平区长白路,,,,,,中共辽宁省委办公厅房产处,省委办公厅住宅,0,13,,,
,,2007-09-21 09:11:18.0,,浑南新区文汇街18号,,,,,,沈阳音乐学院,公寓、风雨操场,0,2,,,
,,2007-09-21 13:02:42.0,,于洪区太湖街侧,,,,,,辽宁金厦房屋开发有限公司,金厦.太湖湾,0,12,2008-06-30 00:00:00.0,,
,,2007-09-21 13:08:26.0,,沈北新区辉山开发区新城路56号,,,,,,沈阳泰盈棕榈园房地产开发有限公司,九如溪谷2.1期1#-2#，4#-7#,0,6,2008-12-30 00:00:00.0,,
,,1990-01-01 00:00:00.0,,,,,,,,沈阳世海铭尊房地产开发有限公司,世海铭尊,,2,,,
,,,,于洪区,,,,,,沈阳世百居置业有限公司,住宅、公建（洪湖湾）,,,,,
,,,,皇姑区,,,,,,沈阳益成房地产开发有限公司,鸭绿江街东地块项目二期,,,,,
,,,,于洪区,,,,,,阳光一百置业（辽宁）有限公司,住宅、公建（沈阳阳光100新城三期B1.B2组团）,,,,,
,,,,沈阳经济技术开发区,,,,,,沈阳金地至胜房地产开发有限公司,居住、商业（三期A）,,,,,
,,,,和平区,,,,,,沈阳航远置业有限公司,住宅、商业（CB2014-2地块2.3期）,,,,,
,,,,和平区,,,,,,中海地产（沈阳）有限公司,住宅、商业（CB2013-6地块二期一区）,,,,,
,,,,沈河区,,,,,,沈阳万科恒祥置地有限公司,居住、商业048,,,,,
,,,,和平区,,,,,,沈阳恒逸房地产开发有限公司,住宅、商业（四期二组团）,,,,,
,,,,大东区,,,,,,沈阳嘉汇置业有限公司,恒大翡翠华庭（三期-2.1）,,,,,
,,,,和平区,,,,,,辽宁京丰置业有限公司,居住、商业,,,,,
,,,,沈北新区,,,,,,沈阳太平洋实业有限公司,沈阳太平洋工业城073,,,,,
,,,,沈北新区,,,,,,沈阳太平洋实业有限公司,沈阳太平洋工业城072,,,,,
,,,,浑南区,,,,,,辽宁香格蔚蓝房地产开发有限公司,居住（M区三期）,,,,,
,,,,浑南区,,,,,,天洁集团沈阳置业有限公司,居住、商业（一期）,,,,,
,,,,铁西区,,,,,,沈阳金谷科技园股份有限公司,金谷壹号.千缘财富公馆二期（2025创新大厦）,,,,,
,,,,和平区,,,,,,沈阳航远置业有限公司,住宅、商业（CB2014-2地块2.2期）,,,,,
,,,,苏家屯区,,,,,,沈阳市奉阳房屋开发有限责任公司,溪畔人家,,,,,
,,,,东陵区,,,,,,沈阳东瀛房地产开发有限公司,圣尊摩纳哥庄园,,,,,
,,,,浑南区,,,,,,沈阳东北工贸中心投资管理有限公司,工业,,,,,
,,,,沈阳经济技术开发区,,,,,,沈阳金地至胜房地产开发有限公司,居住、商业（四期）,,,,,
,,,,铁西区,,,,,,沈阳市铁西区城建开发有限责任公司,北一路商务写字楼,,,,,
,,2007-10-17 00:00:00.0,,沈阳蒲河新城辉山农业高新区南沟地区,,,,,,沈阳安邦置业发展有限公司,大溪地一期A2-1#~9#、12#~14#、A3-1#~19#,0,31,2008-11-01 00:00:00.0,,
,,2007-10-17 12:49:05.0,,于洪区白山路,,,,,,辽宁保利房地产开发有限公司,上林湾一期,0,35,2008-11-30 00:00:00.0,,
,,2007-10-18 14:45:44.0,,经济技术开发区开发26路,,,,,,沈阳彩枫纸业有限公司,厂房等,0,3,,,
,,2007-10-19 09:12:49.0,,经济技术开发区6号街,,,,,,辽宁天久信息科技产业有限公司,生产研发基地,0,1,,,
,,2007-10-19 13:52:58.0,,沈河区建院街12号,,,,,,沈阳市沈河区教育局,沈河区文化路小学教学楼,0,1,,,
,,2007-10-22 00:00:00.0,,铁西区北二西路2号,,,,,,沈阳浅草绿阁锦程房屋开发有限公司,浅草绿阁.廊桥溪语,0,19,2008-10-28 00:00:00.0,,
,,2007-10-22 08:27:14.0,,苏家屯区高楼子村,,,,,,沈阳嘉鹏置业开发有限公司,御?家园,0,23,2008-10-31 00:00:00.0,,
,,2007-10-22 16:37:54.0,,沈阳市和平区八经街3-1号,,,,,,辽宁天惠房地产开发有限公司,天惠大厦,0,1,2008-12-31 00:00:00.0,,
,,2007-10-23 16:20:29.0,,苏家屯区陈相屯村镇李英守村,,,,,,辽宁年华门窗工程有限公司,厂房,0,1,,,
,,2007-10-23 16:52:37.0,,沈河区文化路72号,,,,,,中国科学院金属研究所,金生社区危房改造,0,10,,,
,,2007-11-23 14:29:54.0,,辉山农业高新区东亚产业园,,,,,,辽宁东亚种业有限公司,辽宁东亚种业有限公司,0,9,,,
,,2007-11-05 09:45:40.0,,铁西区兴华北街29号,,,,,,沈阳万和顺景房地产开发有限公司,万和.郦景商业部分,0,1,2009-06-30 00:00:00.0,,
,,2007-11-05 10:21:36.0,,浑南新区浑南中路9号,,,,,,沈阳坤泰房地产开发有限公司,坤泰新界一期住宅,0,11,2009-10-30 00:00:00.0,,
,,2007-11-05 10:04:24.0,,铁西区兴华北街31号,,,,,,沈阳万和顺景房地产开发有限公司,万和.郦景住宅部分,0,13,2009-06-30 00:00:00.0,,
